52364 1542
16591 498
12040 350
12046 351
32283 958
12681 373
43004 1280
43797 1304
69232 2031
47911 1407
60051 1758
7815 218
57138 1674
3493 109
36347 1088
42688 1274
61879 1816
61878 1815
55865 1636
61875 1814
22723 684
45187 1335
20606 627
9370 269
2706 85
70560 2075
46523 1363
38801 1159
9177 266
64370 1886
60692 1785
60693 1786
13318 398
60450 1778
52147 1536
46985 1383
36743 1105
922 25
36292 1085
42201 1262
36294 1086
12265 358
11809 340
2218 68
62323 1832
45987 1351
11802 339
20938 635
45290 1341
3271 102
71149 2097
18979 567
8881 251
24104 727
20591 626
12313 363
36907 1109
54528 1602
11937 347
56200 1648
44744 1328
13222 392
11930 346
44567 1325
14946 449
54650 1603
59327 1730
30174 898
12917 379
70782 2084
3313 105
59771 1752
48006 1410
20028 608
39607 1186
21513 650
1728 55
783 22
34857 1041
39608 1187
788 23
5240 152
63347 1857
24039 725
36632 1099
62691 1843
40136 1203
54786 1607
34295 1022
40260 1205
33784 1008
48717 1431
41622 1247
58577 1704
47800 1406
70789 2085
26987 813
59686 1749
33577 1003
44361 1320
59999 1756
59995 1755
33579 1004
1035 28
40465 1213
636 18
637 19
23647 710
40664 1216
59355 1732
57010 1665
6528 187
4375 132
2891 92
26674 801
65436 1913
31156 929
47249 1390
66207 1934
35105 1049
66063 1928
3868 119
22609 680
23733 713
20025 607
3860 118
23228 697
34671 1031
47065 1386
50533 1475
30950 921
19131 572
50846 1485
50847 1486
69043 2024
35814 1072
55620 1628
55211 1615
34704 1034
69341 2034
21244 644
27112 816
27115 817
5831 164
11255 320
69820 2049
50156 1466
5459 155
22198 672
36243 1082
58001 1692
6082 170
55699 1630
8893 253
23910 719
32634 974
51954 1528
16168 486
46085 1353
57127 1673
57696 1685
64560 1893
21672 657
57120 1672
325 7
60515 1780
8216 230
19864 597
59462 1739
61869 1813
2556 78
2558 79
6393 181
26243 792
43108 1283
60195 1765
17363 513
54017 1585
43102 1282
52379 1544
58019 1693
27935 837
2771 87
4895 143
64363 1884
16419 494
16949 505
57606 1682
21188 642
6264 174
61915 1818
63556 1866
61910 1817
21184 641
12259 357
36280 1083
36286 1084
42966 1279
62354 1835
70120 2059
70313 2064
10783 303
24132 728
45286 1340
58160 1696
21691 658
21693 659
21699 660
8892 252
45356 1343
39177 1172
13233 394
13230 393
53849 1582
33141 989
14222 426
69213 2030
54316 1598
30491 906
30490 905
71420 2104
24495 739
59165 1725
33880 1012
70793 2086
9034 259
48011 1411
21523 652
21522 651
44485 1323
60229 1766
30547 908
27947 838
49879 1461
39617 1188
68660 2007
11810 341
18506 550
34226 1021
56596 1655
29892 890
15157 452
67635 1978
67189 1964
69022 2023
66328 1936
58747 1713
29421 878
37882 1131
40872 1227
31523 941
47613 1399
66929 1956
59433 1737
59349 1731
39282 1175
59182 1726
12866 377
3104 98
3106 99
15974 476
1117 30
66831 1952
1118 31
23032 693
13781 411
28292 850
55193 1613
22616 681
28299 851
30613 909
48803 1436
48802 1435
23581 708
70102 2057
32791 979
50543 1476
9807 277
7587 209
7743 217
7740 216
35002 1045
25831 776
66457 1940
61674 1809
19493 578
5552 159
44285 1316
23360 700
34713 1035
28855 869
35622 1066
39065 1169
8094 223
32931 983
5829 163
4146 125
19018 569
32445 968
28105 845
3853 117
28101 844
24653 745
59358 1733
70369 2068
65647 1917
55236 1616
56620 1656
35530 1062
16574 496
12064 354
19783 591
51167 1497
51168 1498
31854 948
55992 1641
16174 487
43779 1303
5917 165
56535 1653
21668 656
17559 516
43591 1295
64515 1891
190 5
56758 1659
6385 180
42356 1265
60182 1763
17312 511
52305 1540
27302 822
43113 1284
5002 146
49606 1457
64423 1888
10335 292
19519 579
37528 1123
70142 2060
1510 47
43603 1296
58174 1697
2612 81
62348 1834
49265 1447
48641 1429
10025 279
48395 1425
10791 304
71307 2101
4087 124
70743 2081
70742 2080
46890 1380
33171 990
54817 1608
41335 1240
53859 1583
53241 1573
18206 541
18205 540
20554 625
9029 258
38726 1155
59750 1751
38722 1154
33285 996
18687 557
44495 1324
24014 723
57973 1690
5227 150
57977 1691
36659 1101
33770 1006
18510 551
8930 255
37098 1116
15811 469
36655 1100
15816 470
71055 2094
71052 2093
67199 1965
15780 467
17946 532
15783 468
39524 1183
14361 430
29401 877
8740 247
37899 1132
69668 2044
67538 1975
59092 1723
27313 824
1278 40
18678 556
12888 378
59401 1736
47592 1398
15061 451
40648 1215
34384 1027
62014 1822
62012 1821
24240 734
28048 842
29061 872
8642 241
47267 1391
47040 1385
23753 714
8423 232
22371 675
31468 940
35703 1069
31193 933
498 12
13938 419
67840 1983
67841 1984
13937 418
493 11
30938 920
27685 832
24793 749
6471 185
6477 186
31040 925
69805 2048
11277 321
51687 1521
10652 300
71483 2106
61592 1808
51373 1510
19066 571
51378 1511
24668 746
39272 1174
3849 116
22798 685
38927 1165
25359 762
25686 770
46786 1376
51198 1500
69245 2032
26316 793
51191 1499
60158 1760
16149 485
19668 587
52882 1564
25752 774
63698 1870
65905 1924
51972 1529
21838 665
69068 2026
16321 492
64500 1890
21835 664
4549 135
40930 1229
21052 637
32369 964
4544 134
21055 638
28842 868
42437 1267
10905 306
56345 1650
17307 510
46407 1359
11457 327
11451 326
21237 643
21947 667
64344 1883
3595 113
9127 263
53045 1570
5031 147
7919 220
38854 1160
4944 145
42237 1263
41859 1254
20832 633
26136 787
15926 475
20121 610
66544 1945
14029 421
63578 1867
7354 207
1910 58
46979 1382
68044 1989
1915 59
62572 1840
60713 1787
60716 1788
13216 391
50265 1468
39985 1199
60963 1795
39981 1198
71331 2103
22961 692
49383 1454
25887 778
62974 1851
36931 1110
63717 1871
36937 1111
62474 1837
52870 1563
10272 291
48038 1412
70421 2070
53667 1581
10476 294
63375 1859
10479 295
39362 1177
58613 1708
45656 1348
36495 1090
39677 1189
70331 2065
20492 623
44157 1314
40101 1202
68441 2002
44446 1322
15178 454
59529 1745
17930 531
75 0
58842 1715
62151 1828
3057 97
28452 856
39513 1182
65805 1919
6862 196
78 1
62394 1836
1047 29
27464 827
68228 1997
71116 2096
40810 1221
67500 1974
62042 1823
31296 936
66902 1955
68163 1995
1267 39
14570 437
65713 1918
54113 1589
18015 534
68046 1990
14578 438
29985 894
30836 912
38111 1138
39463 1180
38119 1139
7612 210
29508 882
8651 242
28581 861
29501 881
34329 1023
60564 1782
5757 162
6443 183
23561 707
27072 814
6449 184
5593 160
44847 1329
50818 1484
7727 215
13694 407
35601 1065
8041 221
55737 1631
19475 577
61436 1805
51692 1522
69875 2051
43350 1289
28830 867
43353 1290
51361 1509
39082 1170
24476 738
28129 847
28122 846
61544 1807
38934 1166
48316 1420
60890 1791
60891 1792
66134 1929
23947 720
31879 949
11515 329
11510 328
13748 410
42154 1260
65174 1906
5978 168
51218 1502
43281 1288
51213 1501
65914 1925
19854 596
65595 1916
41178 1236
17205 508
25038 754
56281 1649
14979 450
16289 489
70342 2066
52983 1567
24929 751
56354 1651
52328 1541
11420 324
17334 512
11424 325
71525 2110
9134 264
9139 265
39861 1194
46369 1358
1860 57
17688 523
13595 404
50464 1473
64712 1898
49065 1443
2108 64
2102 63
52180 1537
63542 1865
62819 1847
62815 1846
52610 1554
9595 276
62565 1839
9593 275
17597 517
54876 1609
71323 2102
22957 691
70520 2072
70525 2073
42664 1273
49626 1458
12356 364
2039 61
894 24
41066 1232
59889 1753
48280 1418
69002 2022
48534 1428
58604 1707
58600 1705
58601 1706
21558 653
3541 112
24072 726
41443 1243
20974 636
68180 1996
54274 1597
15168 453
40719 1218
33240 994
59086 1722
30225 900
59082 1721
26692 802
62141 1827
17924 530
40827 1223
40826 1222
18797 561
68986 2019
38690 1153
68988 2020
68989 2021
60510 1779
40003 1200
71107 2095
30139 896
44038 1309
67267 1966
30049 895
33764 1005
66390 1937
4335 129
59468 1740
50377 1471
54129 1590
37857 1130
47933 1408
24263 735
17854 528
29680 887
64969 1903
47448 1396
68523 2004
34101 1015
47719 1403
47717 1402
47711 1401
15436 459
8683 243
18304 545
15344 457
12428 365
67594 1977
13916 417
13914 416
26242 791
59527 1744
27662 831
23172 696
34755 1037
25801 775
31317 938
35345 1056
19193 574
23318 699
69866 2050
34740 1036
31088 926
46033 1352
50970 1490
66022 1927
32412 967
32411 966
20262 614
69590 2042
23953 721
48726 1432
56561 1654
65293 1908
43726 1302
54066 1587
57464 1679
50606 1478
50607 1479
50604 1477
61137 1798
60958 1794
69469 2039
27089 815
19532 581
3600 114
60556 1781
63973 1876
42411 1266
6119 171
32747 978
55899 1637
52510 1548
38875 1161
56016 1642
7287 204
57018 1666
69135 2027
64411 1887
46603 1366
10674 301
25248 760
60170 1762
16983 506
36082 1079
16987 507
25244 759
2136 65
36719 1104
4697 137
12296 361
52427 1545
26116 786
20812 632
11728 336
33994 1014
53382 1576
20144 611
25197 758
2643 82
70623 2077
49236 1446
3429 108
16850 503
44730 1327
4856 141
57380 1677
44287 1317
14918 448
59894 1754
14171 425
14910 447
46824 1378
70542 2074
63395 1860
48290 1419
49838 1460
39897 1195
21767 663
36663 1102
68424 2001
36063 1078
36060 1077
8905 254
54262 1596
18673 555
54730 1605
33251 995
11188 314
30210 899
40703 1217
38047 1136
48743 1433
58709 1712
5954 167
45938 1350
40837 1224
57835 1687
44041 1310
13014 383
68087 1991
18256 542
1663 52
59389 1734
12986 382
71487 2107
41727 1250
41726 1249
14598 439
37820 1129
18075 536
59474 1741
58417 1699
10132 285
8787 248
28039 841
7635 211
68883 2013
47438 1395
47768 1404
8699 244
8127 225
7704 213
59078 1720
66650 1947
51333 1507
28496 858
47384 1393
50295 1469
28492 857
49270 1448
35373 1057
47165 1388
61381 1803
65301 1910
31309 937
67924 1988
67920 1987
11228 316
48674 1430
31098 927
11220 315
12563 370
24695 747
19054 570
63458 1863
57782 1686
25907 780
61700 1810
55403 1622
32406 965
32997 984
65308 1911
38914 1164
12622 372
12621 371
23437 705
6616 191
64642 1897
22125 671
12051 352
65932 1926
10844 305
4078 123
51232 1504
42789 1276
33384 998
32195 957
19520 580
52298 1539
32357 963
35408 1058
8434 233
12759 374
19982 605
64886 1901
19986 606
10936 308
43397 1291
10931 307
52076 1533
57022 1667
17463 515
70760 2083
9117 262
12283 360
13376 399
60166 1761
61968 1819
4912 144
46762 1375
17260 509
52459 1546
43640 1297
57620 1683
45583 1345
2658 83
45586 1346
10064 281
39799 1192
48357 1423
45236 1337
21488 649
22931 689
52678 1556
64063 1879
22936 690
21374 647
56959 1664
33139 988
56950 1663
63491 1864
45120 1333
4869 142
6323 176
45129 1334
9060 260
44294 1318
33481 1000
44297 1319
45050 1331
41000 1230
29202 873
52707 1557
41391 1241
41394 1242
7252 203
71278 2098
13159 390
41468 1245
13397 400
33008 985
8970 256
37580 1125
41464 1244
48776 1434
2901 93
41130 1234
2904 94
18666 554
18660 553
17909 529
33797 1009
14614 440
70878 2089
26920 811
64540 1892
29442 880
67068 1962
34906 1043
30687 911
71478 2105
14292 428
1652 51
13029 384
68722 2008
68093 1992
5238 151
30840 913
59444 1738
30846 914
68943 2017
580 16
8209 229
30849 915
71497 2108
17461 514
28798 866
37713 1126
54142 1591
33866 1011
1436 44
3392 107
20226 613
29538 883
68899 2014
28001 840
62055 1824
67666 1979
40282 1206
40284 1207
13970 420
66533 1943
66532 1942
40512 1214
18114 538
27648 830
23087 694
8114 224
7711 214
38256 1140
59299 1728
26740 807
24515 740
24517 741
47398 1394
1504 46
28317 852
25867 777
34765 1038
47179 1389
41027 1231
22206 673
55327 1621
11239 317
25915 782
25913 781
24423 737
55414 1623
25649 768
56147 1647
18059 535
26356 794
6625 192
23422 703
23423 704
51699 1523
43706 1300
4002 121
13716 409
61400 1804
51086 1496
3976 120
32508 969
60971 1796
25007 753
26138 788
19885 598
22061 669
22066 670
60374 1777
16610 500
11411 323
31937 951
68637 2006
69625 2043
17813 526
12760 375
55560 1626
71529 2111
16295 490
56030 1643
3710 115
64472 1889
69153 2028
9470 272
9475 273
32035 956
62547 1838
32031 955
56811 1660
27951 839
13561 403
14709 445
57637 1684
69716 2045
46754 1374
49032 1442
41258 1239
10058 280
70617 2076
45220 1336
49582 1456
64070 1880
127 2
58895 1717
33126 987
70287 2062
57035 1668
26007 784
52572 1549
59708 1750
48506 1427
45049 1330
58657 1709
44264 1315
62280 1830
49361 1451
49365 1452
46804 1377
68396 2000
68393 1999
10125 284
38527 1149
20699 628
37025 1114
49696 1459
36688 1103
68151 1994
7248 202
42104 1258
36049 1076
62847 1848
41103 1233
59677 1748
54716 1604
44404 1321
2930 95
37934 1133
48167 1417
20435 621
11898 344
16123 483
5321 154
20348 617
33780 1007
20438 622
67010 1959
70299 2063
38664 1152
38662 1151
20189 612
44068 1311
40033 1201
18724 559
31789 945
11090 311
29948 893
30879 917
29947 892
31786 944
31784 943
29942 891
18295 544
18293 543
54152 1592
41740 1251
2801 88
3369 106
58470 1700
732 21
30275 902
30274 901
34225 1020
66527 1941
1355 42
46586 1365
15399 458
35886 1073
51448 1513
51527 1517
36803 1108
14421 431
59050 1719
27626 829
8584 235
66745 1948
67901 1985
15264 455
67907 1986
23634 709
13815 412
12818 376
34579 1030
30897 919
6550 189
48454 1426
27743 834
50383 1472
34687 1033
34680 1032
35779 1070
22453 677
25679 769
35553 1063
35223 1053
16047 481
61502 1806
23988 722
11554 330
43718 1301
55280 1618
26582 797
51707 1524
26589 798
13701 408
27297 821
32512 970
39262 1173
65135 1905
9889 278
43883 1306
19546 582
69291 2033
42445 1268
27363 826
23850 715
69388 2037
23858 716
27164 819
69891 2052
68516 2003
55590 1627
51673 1520
21171 640
63729 1873
38889 1163
63725 1872
38882 1162
267 6
48337 1422
32021 954
61985 1820
17647 521
65403 1912
53042 1569
18802 562
6018 169
60296 1768
19899 599
69767 2047
2477 75
46257 1356
2471 74
10739 302
48370 1424
52129 1534
20758 631
39935 1197
50949 1489
4800 139
16862 504
36450 1089
70078 2055
57512 1681
6302 175
20531 624
9085 261
18461 549
52722 1558
39689 1190
55197 1614
58087 1694
11744 337
10420 293
17738 524
49370 1453
29225 874
22869 687
37037 1115
5085 148
62857 1849
36527 1091
15722 466
65881 1923
15896 474
18600 552
33202 991
54767 1606
40863 1226
20409 620
70816 2088
63213 1856
30465 904
1632 50
1988 60
64264 1881
13048 386
8824 249
45070 1332
13043 385
59148 1724
37321 1121
34368 1025
33843 1010
40375 1209
40737 1219
30864 916
14706 444
3174 100
24221 730
7088 199
71037 2092
51761 1525
728 20
1164 34
31682 942
1160 33
51025 1493
51230 1503
35160 1051
47999 1409
27620 828
39320 1176
35899 1074
6946 197
50733 1482
26765 808
53059 1571
66190 1933
31221 935
65081 1904
50783 1483
61379 1802
34783 1039
12554 369
2589 80
51466 1514
30886 918
28199 849
38348 1143
34145 1016
476 9
477 10
3190 101
38340 1142
7461 208
